provincia,partido,localidad,link_indec,otros,"0,5_mbps",1_mbps,2_mbps,3_mbps,5_mbps,6_mbps,8_mbps,10_mbps,15_mbps,20_mbps,30_mbps,50_mbps,100_mbps
BUENOS AIRES,General Arenales,General Arenales,6294050,0,0,0,0,863,0,115,0,11,0,4,0,6,4
BUENOS AIRES,General Arenales,La Angelita,6294060,0,0,0,73,0,0,0,28,0,0,0,0,0,0
BUENOS AIRES,General Arenales,La Trinidad,6294070,0,0,0,0,15,1,40,0,0,3,0,0,0,1
BUENOS AIRES,General Belgrano,General Belgrano,6301010,1917,1,0,17,34,0,460,363,71,299,16,8,0,0
BUENOS AIRES,General Belgrano,Gorchs,6301020,0,0,0,0,0,0,15,12,0,2,0,1,0,0
BUENOS AIRES,General Guido,General Guido,6308010,0,0,66,0,0,5,0,162,0,88,0,0,0,0
BUENOS AIRES,General Guido,Labarden,6308020,0,0,45,0,27,0,0,0,0,0,0,0,0,0
BUENOS AIRES,General Juan Madariaga,General Juan Madariaga,6315010,1,0,0,1,0,0,3764,161,165,145,1162,269,983,304
BUENOS AIRES,General La Madrid,General La Madrid,6322010,0,0,0,0,0,0,0,782,110,1331,0,47,0,3
BUENOS AIRES,General La Madrid,Las Martinetas,6322030,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BUENOS AIRES,General Las Heras,General Las Heras  (Est. Las Heras),6329020,2222,1,1,0,0,0,0,61,1,84,0,0,0,0
BUENOS AIRES,General Las Heras,Lozano,6329020,0,1,0,0,0,0,0,0,0,0,0,0,0,0
BUENOS AIRES,General Las Heras,Villars,6329060,1,0,0,0,0,0,0,2,0,0,0,0,0,0
BUENOS AIRES,General Lavalle,Chacras de San Clemente,6336020,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BUENOS AIRES,General Lavalle,General Lavalle,6336020,68,0,0,0,0,0,203,0,0,0,0,0,0,4
BUENOS AIRES,General Lavalle,Otros,Sin Datos,0,0,0,0,0,0,0,0,0,0,0,1,0,0
BUENOS AIRES,General Lavalle,Pavón,6336030,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BUENOS AIRES,General Paz,Loma Verde,6343020,0,0,0,72,30,0,0,0,0,0,0,0,0,0
BUENOS AIRES,General Paz,Ranchos,6343030,11,0,0,465,467,0,0,75,51,1351,173,304,30,0
BUENOS AIRES,General Paz,Villanueva  (Ap. Río Salado),6343040,0,0,0,44,36,0,9,16,0,1,0,1,0,0
BUENOS AIRES,General Pinto,Colonia San Ricardo  (Est. Iriarte),6351010,1,0,45,63,53,13,0,0,85,2,6,0,0,0
BUENOS AIRES,General Pinto,General Pinto,6351020,0,1,0,0,0,0,0,0,0,0,0,0,0,0
BUENOS AIRES,General Pinto,Germania  (Est. Mayor José Orellano),6351030,0,0,0,0,1112,0,0,0,0,0,0,0,0,0
BUENOS AIRES,General Pinto,Villa Francia  (Est. Coronel Granada),6351040,0,2,0,0,0,332,0,0,0,0,0,0,0,0
BUENOS AIRES,General Pueyrredón,Barrio Colinas Verdes,6351020,0,0,0,0,0,0,27,5,20,3,0,0,0,0
BUENOS AIRES,General Pueyrredón,Barrio El Boquerón,6357020,0,0,0,0,0,4,51,0,11,11,0,2,0,0
BUENOS AIRES,General Pueyrredón,Barrio El Casal,6357110,0,0,0,0,0,0,42,5,36,7,0,0,0,0
BUENOS AIRES,General Pueyrredón,Barrio El Coyunco,6357110,0,0,0,0,0,0,60,0,9,11,6,3,0,0
BUENOS AIRES,General Pueyrredón,Barrio La Gloria,6357050,0,0,0,0,0,0,205,0,35,10,0,0,0,0
BUENOS AIRES,General Pueyrredón,Barrio Santa Paula,6357060,0,0,0,0,0,2,61,7,58,72,19,2,3,0
BUENOS AIRES,General Pueyrredón,Batán,6357070,0,1,0,0,0,0,1366,130,431,36,7,0,579,860
BUENOS AIRES,General Pueyrredón,Camet,6357090,0,0,0,0,0,0,394,0,296,14,0,0,710,425
BUENOS AIRES,General Pueyrredón,Chapadmalal,6357080,1,0,0,0,30,1,196,11,68,106,0,1684,0,0
BUENOS AIRES,General Pueyrredón,El Marquesado,6357090,0,0,0,0,8,0,0,0,0,0,0,0,0,0
BUENOS AIRES,General Pueyrredón,Estación Chapadmalal,6357100,0,0,0,0,0,4,284,18,154,13,0,0,35,28
BUENOS AIRES,General Pueyrredón,Mar del Plata,6357110,144,34,276,20,40,23,1096,3345,560,8404,1203,45575,69521,81773
BUENOS AIRES,General Pueyrredón,Otros,Sin Datos,0,0,0,0,0,0,0,0,22,78,42,7,2,0
BUENOS AIRES,General Pueyrredón,Sierra de los Padres,6357120,0,0,0,0,1,0,135,148,58,751,475,20,3,0
BUENOS AIRES,General Rodríguez,Barrio Ruta 24 Kilómetro 10,6364030,0,0,0,0,0,2,0,0,0,0,0,0,0,0
BUENOS AIRES,General Rodríguez,General Rodríguez,6364030,1,2,2,0,3,14,1,300,87,270,6575,7208,575,3102
BUENOS AIRES,General San Martín,Barrio Parque General San Martin,6371010,0,0,1,0,0,0,0,0,1,0,1,2355,95,51
BUENOS AIRES,General San Martín,Billinghurst,6371010,0,0,0,0,0,1,0,0,29,0,0,0,2559,738
BUENOS AIRES,General San Martín,Ciudad Del Libertador General San Martin,6371010,5,7,51,5,91,22,49,15,216,16,40,47,5470,10760
BUENOS AIRES,General San Martín,Ciudad Jardin El Libertador,6371010,0,0,2,0,3,0,0,0,0,0,0,0,0,0
BUENOS AIRES,General San Martín,Otros,Sin Datos,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BUENOS AIRES,General San Martín,Va Ma Irene De Los Remedios De Escalada,6371010,0,0,0,0,0,0,0,0,2,0,0,0,2,0
BUENOS AIRES,General San Martín,Villa Ayacucho,6371010,0,0,0,0,0,1,0,0,3,0,1,0,295,124
BUENOS AIRES,General San Martín,Villa Ballester,6371010,2,0,41,3,123,59,49,52,149,4,42,2816,4693,9733
BUENOS AIRES,General San Martín,Villa Bernardo Monteagudo,6371010,0,0,0,0,0,1,0,0,14,0,1,1,726,253
BUENOS AIRES,General San Martín,Villa Chacabuco,6371010,0,0,0,0,0,5,0,0,16,2,1,0,67,44
BUENOS AIRES,General San Martín,Villa Coronel Jose M. Zapiola,6371010,0,0,0,0,0,2,0,0,40,1,2,1,1443,527
BUENOS AIRES,General San Martín,Villa General Antonio J.  De Sucre,6371010,0,0,0,0,0,1,0,0,13,0,0,1,543,212
BUENOS AIRES,General San Martín,Villa General Eugenio Necochea,6371010,0,0,0,0,0,4,0,0,60,0,0,0,1845,648
BUENOS AIRES,General San Martín,Villa General Jose Tomas Guido,6371010,0,0,0,0,0,0,0,0,30,0,0,1,1561,621
BUENOS AIRES,General San Martín,Villa General Juan G. Las Heras,6371010,0,0,0,0,0,0,0,0,15,0,0,0,727,291
BUENOS AIRES,General San Martín,Villa Godoy Cruz,6371010,0,0,0,0,0,0,0,0,12,0,0,0,871,320
BUENOS AIRES,General San Martín,Villa Granaderos De San Martín,6371010,0,0,30,47,46,45,58,66,47,0,5,1,1609,706
BUENOS AIRES,General San Martín,Villa Gregoria Matorras,6371010,0,0,0,0,0,1,0,0,22,1,0,0,1517,523
BUENOS AIRES,General San Martín,Villa José León Suarez,6371010,8,1,8,1,21,2,45,0,102,0,44,22,643,2773
BUENOS AIRES,General San Martín,Villa Juan Martín De Pueyrredon,6371010,0,0,0,0,0,3,0,0,24,0,0,0,1851,671
BUENOS AIRES,General San Martín,Villa Libertad,6371010,0,0,0,0,0,1,0,0,29,0,0,0,1701,614
BUENOS AIRES,General San Martín,Villa Lynch,6371010,1,2,6,0,5,6,2,1,20,1,4,3,135,845
BUENOS AIRES,General San Martín,Villa Maipu,6371010,2,0,85,98,46,52,70,75,86,0,6,2,2106,766
BUENOS AIRES,General San Martín,Villa Marqués Alejandro  María De Aguado,6371010,0,0,0,0,0,3,0,0,17,0,0,0,801,296
BUENOS AIRES,General San Martín,Villa Parque Pres Figueroa Alcorta,6371010,0,0,0,0,0,0,0,0,5,0,0,0,260,73
BUENOS AIRES,General San Martín,Villa Parque San Lorenzo,6371010,32,0,0,0,0,0,0,0,4,0,0,1,279,93
BUENOS AIRES,General San Martín,Villa San Andrés,6371010,9,0,61,84,254,21,47,57,71,4,27,6,1136,2593
BUENOS AIRES,General San Martín,Villa Yapeyú,6371010,0,0,0,0,0,0,0,0,5,0,1,0,351,140
BUENOS AIRES,General Viamonte,Baigorrita,6385010,0,0,0,422,0,0,71,0,11,0,0,0,0,0
BUENOS AIRES,General Viamonte,Los Toldos,6385030,0,0,0,0,0,3651,0,47,729,196,0,0,48,2
BUENOS AIRES,General Viamonte,Zavalía,6385050,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BUENOS AIRES,General Villegas,Banderaló,6392010,250,0,0,0,0,0,0,0,0,0,0,0,0,0
BUENOS AIRES,General Villegas,Cañada Seca,6392020,200,0,0,0,0,0,0,0,0,0,0,0,0,0
BUENOS AIRES,General Villegas,Coronel Charlone,6392030,0,0,0,0,317,0,0,0,60,0,0,0,0,0
BUENOS AIRES,General Villegas,Emilio V. Bunge,6392040,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BUENOS AIRES,General Villegas,General Villegas  (Est. Villegas),6392050,0,0,9,30,24,4,27,0,39,4,4,0,147,1981
BUENOS AIRES,General Villegas,Piedritas,6392080,0,0,0,0,26,0,391,0,0,0,192,0,6,0
BUENOS AIRES,General Villegas,Santa Regina,6392100,0,0,0,0,0,0,136,0,0,0,0,0,0,0
BUENOS AIRES,Guaminí,Arroyo Venado,6399010,0,0,0,39,0,0,0,0,0,0,0,0,0,0
BUENOS AIRES,Guaminí,Casbas,6399020,0,0,0,0,117,0,12,0,0,0,0,0,0,0
BUENOS AIRES,Guaminí,Guaminí,6399040,0,0,181,0,125,15,43,0,14,1,0,0,0,0
BUENOS AIRES,Guaminí,Laguna Alsina  (Est. Bonifacio),6399050,0,0,0,15,258,0,38,0,198,0,39,0,0,0
BUENOS AIRES,Hipólito Yrigoyen,Henderson,6406010,0,0,0,0,0,0,0,860,0,52,0,0,0,0
BUENOS AIRES,Hurlingham,Hurlingham,6408010,3,12,10,2,119,52,22,51,269,306,37,4524,9678,6173
BUENOS AIRES,Hurlingham,Villa Santos Tesei,6408010,0,3,1,0,31,15,59,25,138,42,25,4947,6752,3231
BUENOS AIRES,Hurlingham,William C. Morris,6408010,0,0,0,0,30,10,318,0,28,0,1,0,10,2
BUENOS AIRES,Ituzaingó,Ituzaingó Centro,6410010,11,19,12,62,4,31,124,131,681,106,12,22355,787,4427
BUENOS AIRES,Ituzaingó,Ituzaingó Sur,6410010,0,0,0,0,0,0,28,0,3,0,0,0,0,0
BUENOS AIRES,Ituzaingó,Otros,Sin Datos,0,2,0,0,0,0,0,0,0,0,0,2,0,0
BUENOS AIRES,Ituzaingó,Villa Gobernador Udaondo,6410010,0,0,3,0,30,18,304,3,131,17,28,3277,234,1669
BUENOS AIRES,José C. Paz,Del Viso,6412010,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BUENOS AIRES,José C. Paz,José C Paz,6412010,1,3,551,9,5,118,3,19,982,9,23,12175,2761,1443
BUENOS AIRES,José C. Paz,Tortuguitas,6412010,0,0,0,0,0,0,0,0,19,0,0,1,1,2
BUENOS AIRES,Junín,Agustín Roca,6413010,0,0,0,45,4,0,77,0,57,214,0,0,0,0
BUENOS AIRES,Junín,Agustina,6413020,0,0,0,0,0,0,8,0,0,0,0,0,0,0
BUENOS AIRES,Junín,Balneario Laguna de Gómez,6413030,0,0,0,1,0,0,0,0,0,0,0,0,0,0
BUENOS AIRES,Junín,Fortín Tiburcio,6413040,0,0,0,72,0,0,0,0,0,0,0,0,0,0
BUENOS AIRES,Junín,Junín,6413050,11,2,2,929,399,1,5023,1050,71,1120,14,22,3624,10500
BUENOS AIRES,Junín,Laplacette,6413060,0,0,0,16,0,0,0,0,0,0,1,0,0,0
BUENOS AIRES,Junín,Morse,6413070,0,0,0,138,0,0,68,51,15,59,0,0,0,0
BUENOS AIRES,Junín,Saforcada,6413080,0,0,0,0,0,0,45,0,0,0,0,0,0,0
BUENOS AIRES,La Costa,Aguas Verdes,6420030,0,0,0,1,0,30,0,0,2,0,0,1,0,130
BUENOS AIRES,La Costa,Las Toninas,6420010,519,0,0,1,1,21,0,110,5,121,0,0,0,52
BUENOS AIRES,La Costa,Lucila Del Mar,6420030,0,0,0,1,0,156,24,0,0,0,0,3,9,806
BUENOS AIRES,La Costa,Mar de Ajó - San Bernardo,6420020,0,0,0,1,16,837,127,280,9,368,0,35,28,4986
BUENOS AIRES,La Costa,San Clemente del Tuyú,6420030,0,0,2,1,1,39,27,2620,1336,158,1177,0,0,2935
BUENOS AIRES,La Costa,Santa Teresita - Mar del Tuyú,6420040,1086,0,0,1,0,0,5,419,2483,424,1,0,0,0
BUENOS AIRES,La Matanza,20 De Junio,6427010,0,0,0,0,0,1,1,6,11,7,0,1,6,11
BUENOS AIRES,La Matanza,Aldo Bonzi,6427010,0,0,6,0,0,3,1,0,184,0,0,3,25,50
BUENOS AIRES,La Matanza,Ciudad Evita,6427010,6,2,10,0,20,9,93,114,221,136,14,3064,116,138
BUENOS AIRES,La Matanza,Gonzalez Catán,6427010,22,0,1,29,5,22,504,152,660,204,169,6798,281,590
BUENOS AIRES,La Matanza,Gregorio De Laferrere,6427010,15,0,4,131,5,33,313,194,491,37,282,18481,220,419
BUENOS AIRES,La Matanza,Isidro Casanova,6427010,6,7,9,1,6,17,206,44,517,26,11,26344,160,300
BUENOS AIRES,La Matanza,La Tablada,6427010,37,0,5,1,3,20,751,173,1013,158,7,15,266,381
BUENOS AIRES,La Matanza,Lomas Del Mirador,6427010,3,1,11,1,4,28,67,269,683,277,3,14,316,667
BUENOS AIRES,La Matanza,Rafael Castillo,6427010,16,0,3,25,2,17,143,19,263,13,2,8529,75,154
BUENOS AIRES,La Matanza,Ramos Mejía,6427010,2,17,23,3,6,30,21,165,1034,458,78,7871,1283,8703
BUENOS AIRES,La Matanza,San Justo,6427010,22,10,11,1,5,64,692,173,1039,293,13,13540,577,863
BUENOS AIRES,La Matanza,Tapiales,6427010,1,3,8,0,4,21,6,198,563,335,66,7683,564,403
BUENOS AIRES,La Matanza,Villa  Eduardo Madero,6427010,5,4,13,0,28,39,106,25,756,27,63,11927,211,400
BUENOS AIRES,La Matanza,Villa Luzuriaga,6427010,1,0,1,1,1,13,103,51,461,104,0,7,323,2084
BUENOS AIRES,La Matanza,Virrey Del Pino,6427010,38,0,672,0,3097,360,161,0,852,105,1,16,179,114
BUENOS AIRES,La Plata,Abasto,6441030,6,0,0,0,5,0,0,0,15,0,0,1,4676,958
BUENOS AIRES,La Plata,Angel Etcheverry,6441030,0,0,0,0,3,4,0,0,29,0,0,0,8,6
BUENOS AIRES,La Plata,Arana,6441030,0,0,0,0,0,0,23,0,0,0,0,0,0,0
BUENOS AIRES,La Plata,Arturo Segui,6441030,0,0,0,0,0,0,0,0,0,0,0,0,1,47
BUENOS AIRES,La Plata,Barrio El Carmen Oeste,6441030,30,0,0,0,0,0,29,21,54,10,1,0,0,0
BUENOS AIRES,La Plata,Barrio El Peligro,6441030,0,0,402,0,0,0,0,0,0,0,0,0,0,0
BUENOS AIRES,La Plata,Barrio Gambier,6441030,30,0,0,0,0,0,29,21,54,10,1,0,0,0
BUENOS AIRES,La Plata,City Bell,6441030,91,0,2,0,0,3,29,21,129,10,6,17,1051,4454
BUENOS AIRES,La Plata,colonia la plata,6441030,0,0,42,0,0,0,0,0,0,0,0,0,0,0
BUENOS AIRES,La Plata,Country Club El Rodeo,6441010,0,0,0,0,0,0,0,0,0,0,0,0,189,0
BUENOS AIRES,La Plata,El Retiro,6441030,0,0,0,0,0,0,0,0,0,0,1,0,0,0
BUENOS AIRES,La Plata,Ignacio Correas,6441020,0,0,0,0,0,0,0,0,48,0,0,0,0,0
BUENOS AIRES,La Plata,Joaquin Gorina,6441030,0,0,0,0,0,0,0,0,3,0,0,0,45,326
BUENOS AIRES,La Plata,Jose Hernandez,6441030,0,0,0,0,0,0,0,0,0,0,0,0,12,15
BUENOS AIRES,La Plata,Jose Melchor Romero,6441030,0,0,0,0,5,0,0,0,63,0,0,0,12,3
BUENOS AIRES,La Plata,La Cumbre,6441030,30,0,0,0,0,0,29,21,54,10,1,0,0,0
BUENOS AIRES,La Plata,La Plata,6441030,149,65,1320,888,259,109,394,3130,1214,4068,72,39575,10715,54764
BUENOS AIRES,La Plata,Lisandro Olmos,6441030,1,0,0,0,5,0,0,0,89,0,0,2,51,17
BUENOS AIRES,La Plata,Los Hornos,6441030,91,0,0,0,0,4,29,21,114,10,19,13,559,434
BUENOS AIRES,La Plata,Manuel B Gonnet,6441030,0,0,4,0,0,6,0,0,38,0,0,2,735,4979
BUENOS AIRES,La Plata,Otros,Sin Datos,0,0,0,0,0,0,0,6,0,2,0,9,0,0
BUENOS AIRES,La Plata,Ringuelet,6441030,0,0,0,0,0,3,0,0,31,0,0,1,343,1398
BUENOS AIRES,La Plata,ruta del sol,6441030,0,0,170,0,0,0,0,0,0,0,0,0,0,0
BUENOS AIRES,La Plata,Tolosa,6441030,0,0,1,0,0,3,0,0,107,0,2,0,869,4530
BUENOS AIRES,La Plata,Transradio,6441030,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BUENOS AIRES,La Plata,Villa Elisa,6441030,30,0,1,0,0,5,29,21,128,14,4,3,686,1347
BUENOS AIRES,La Plata,Villa Elvira,6441030,30,0,0,0,0,5,29,21,142,10,1,1,284,164
BUENOS AIRES,La Plata,Villa Garibaldi,6441030,30,0,0,0,0,0,29,21,54,10,1,0,0,0
BUENOS AIRES,La Plata,Villa Montoro,6441030,30,0,0,0,0,0,29,21,54,10,1,0,0,0
BUENOS AIRES,La Plata,Villa Parque Sicardi,6441030,30,0,0,0,0,0,29,21,54,10,1,0,0,0
BUENOS AIRES,Lanús,Gerli,6434010,0,3,4,0,0,4,1,10,212,4,3,2997,2512,2289
BUENOS AIRES,Lanús,Lanús Este,6434010,0,4,4,0,4,9,5,266,413,391,4,11902,3568,9510
BUENOS AIRES,Lanús,Lanús Oeste,6434010,1,0,202,0,0,9,146,0,695,2,8,7,10319,4630
BUENOS AIRES,Lanús,Monte Chingolo,6434010,0,7,7,0,12,5,6,6,226,0,1,15863,152,763
BUENOS AIRES,Lanús,Remedios Escalada De San Martin,6434010,136,0,3,0,0,3,208,10,625,4,1,5028,532,2270
BUENOS AIRES,Lanús,Valentín Alsina,6434010,2,8,10,0,5,2,2,29,218,76,0,9462,2163,2517
BUENOS AIRES,Laprida,Laprida,6448010,0,0,0,0,22,0,0,0,0,1289,0,990,0,1
BUENOS AIRES,Laprida,Pueblo Nuevo,6448020,0,0,0,0,8,0,0,0,0,0,0,0,0,0
BUENOS AIRES,Laprida,Pueblo San Jorge,6448030,0,0,0,0,12,0,0,0,0,51,0,0,0,0
BUENOS AIRES,Las Flores,Coronel Boerr,6455010,0,0,0,0,0,3,0,0,0,0,0,0,0,0
BUENOS AIRES,Las Flores,El Trigo,6455020,0,0,0,0,0,0,0,0,9,0,0,0,0,0
BUENOS AIRES,Las Flores,Las Flores,6455030,5,0,0,52,797,1159,16,476,2127,350,464,125,15,2
BUENOS AIRES,Las Flores,Pardo,6455040,0,0,0,0,0,4,0,0,0,0,0,0,0,0
BUENOS AIRES,Leandro N. Alem,Alberdi Viejo,6462010,1,0,1,0,1,0,2,0,1,0,0,0,0,0
BUENOS AIRES,Leandro N. Alem,El Dorado,6462020,0,1,0,0,0,0,1,0,0,0,0,0,0,0
BUENOS AIRES,Leandro N. Alem,Fortín Acha,6462030,0,0,0,0,0,0,1,0,0,0,0,0,0,0
BUENOS AIRES,Leandro N. Alem,Juan Bautista Alberdi  (Est. Alberdi),6462040,5,0,0,0,457,0,0,0,248,0,395,0,0,0
BUENOS AIRES,Leandro N. Alem,Leandro N. Alem,6462050,0,0,0,0,0,0,136,0,0,0,0,0,0,0
BUENOS AIRES,Leandro N. Alem,Vedia,6462060,0,1,0,0,0,580,0,185,0,699,0,648,173,0
BUENOS AIRES,Lincoln,Arenaza,6469010,0,0,0,0,293,0,0,0,0,0,0,0,0,0
BUENOS AIRES,Lincoln,Bayauca,6469020,0,0,1,0,0,0,0,0,0,55,0,0,0,0
BUENOS AIRES,Lincoln,Carlos Salas,6469040,0,0,0,0,91,0,0,0,0,0,0,0,0,0
BUENOS AIRES,Lincoln,Coronel Martínez de Hoz  (Ap. Kilómetro 322),6469050,0,0,288,0,0,0,0,0,0,0,0,0,0,0
BUENOS AIRES,Lincoln,El Triunfo,6469060,0,0,0,0,0,0,10,0,0,0,0,0,0,0
BUENOS AIRES,Lincoln,Las Toscas,6469070,0,0,247,0,23,0,30,30,0,0,0,0,0,0
BUENOS AIRES,Lincoln,Lincoln,6469080,0,0,1,0,0,1,0,1357,19,496,4,3,458,4017
BUENOS AIRES,Lincoln,Pasteur,6469090,2,2,0,0,389,26,0,0,1,0,0,0,0,0
BUENOS AIRES,Lincoln,Roberts,6469100,0,0,0,0,0,0,0,0,614,0,71,14,0,0
BUENOS AIRES,Lobería,Licenciado Matienzo,6476020,0,0,0,0,0,0,21,0,0,0,0,0,0,0
BUENOS AIRES,Lobería,Lobería,6476030,15,0,0,0,279,144,0,270,592,821,0,1,0,132
BUENOS AIRES,Lobería,Pieres,6476040,0,0,0,0,7,4,0,0,0,0,0,0,0,0
BUENOS AIRES,Lobería,San Manuel,6476050,0,0,5,0,5,0,86,0,35,0,9,347,24,0
BUENOS AIRES,Lobos,Antonio Carboni,6483010,1,0,25,0,53,84,85,5,122,0,3,1,1,0
BUENOS AIRES,Lobos,Elvira,6483020,0,0,0,0,0,60,2,3,66,0,2,0,0,0
BUENOS AIRES,Lobos,Lobos,6483040,1,0,0,0,0,1132,87,275,1400,232,74,3,469,1102
BUENOS AIRES,Lobos,Salvador María,6483050,0,0,0,0,87,193,11,17,459,0,19,0,0,0
BUENOS AIRES,Lomas De Zamora,Banfield,6490010,2,10,24,0,32,40,48,69,2325,153,6,9795,1110,5206
BUENOS AIRES,Lomas De Zamora,Llavallol,6490010,7,5,3,0,4,7,0,18,241,62,0,7115,190,1178
BUENOS AIRES,Lomas De Zamora,Lomas De Zamora,6490010,331,13,283,260,122,185,804,124,1140,299,96,10999,1974,7971
BUENOS AIRES,Lomas De Zamora,Temperley,6490010,0,0,4,1,12,10,37,11,821,12,3,9178,848,4152
BUENOS AIRES,Lomas De Zamora,Turdera,6490010,0,4,0,0,0,3,1,11,65,3,0,6338,104,584
BUENOS AIRES,Lomas De Zamora,Villa Centenario,6490010,0,0,133,0,0,0,156,0,12,0,0,0,1,0
BUENOS AIRES,Lomas De Zamora,Villa Fiorito,6490010,1,0,290,0,0,0,357,0,30,0,0,0,2,2
BUENOS AIRES,Luján,Barrio Las Casuarinas,6497060,92,0,17,8,0,0,0,0,0,0,0,0,0,51
BUENOS AIRES,Luján,Carlos Keen,6497020,0,0,12,8,0,0,0,0,0,0,0,0,0,0
BUENOS AIRES,Luján,Cortines,6497060,205,0,16,11,14,1,0,0,69,0,0,0,0,107
BUENOS AIRES,Luján,José María Jáuregui (Est. Jáuregui),6497060,1415,0,8,12,0,17,0,0,319,0,0,2,62,1305
BUENOS AIRES,Luján,Lezica y Torrezuri,6497060,0,0,10,6,0,0,0,0,0,0,0,0,0,0
BUENOS AIRES,Luján,Luján,6497060,2,5,68,184,65,1,1413,692,1031,497,4102,677,4381,5724
BUENOS AIRES,Luján,Olivera,6497070,0,0,27,15,0,5,0,0,0,0,0,0,0,0
BUENOS AIRES,Luján,Open Door  (Est. Dr. Domingo Cabred),6497060,0,0,19,14,0,0,0,95,0,184,0,0,0,0
BUENOS AIRES,Luján,Otros,Sin Datos,0,0,22,20,0,0,0,0,0,0,0,0,0,0
BUENOS AIRES,Luján,Torres,6497090,0,0,16,6,0,0,0,12,0,131,0,0,0,0
BUENOS AIRES,Magdalena,General Mansilla  (Est. Bartolomé Bavio),6505020,423,0,0,98,15,0,30,0,23,0,0,0,58,0
BUENOS AIRES,Magdalena,Magdalena,6505040,0,0,88,2,279,136,96,213,412,427,0,0,189,7
BUENOS AIRES,Magdalena,Vieytes,6505060,0,0,0,0,22,0,37,0,0,0,0,0,0,0
BUENOS AIRES,Maipú,Las Armas,6511010,0,0,54,0,0,0,90,0,0,0,0,0,0,0
BUENOS AIRES,Maipú,Maipú,6511020,1100,0,20,0,0,0,0,189,0,421,0,2,0,0
BUENOS AIRES,Maipú,Santo Domingo,6511030,0,0,0,0,0,0,0,7,0,0,0,1,0,0
BUENOS AIRES,Malvinas Argentinas,Area De Promocion El Triángulo,6515010,208,0,0,0,0,0,0,0,0,0,0,3,0,0
BUENOS AIRES,Malvinas Argentinas,Grand Bourg,6515010,4,0,0,0,0,539,1,0,1740,1761,1013,11,822,531
BUENOS AIRES,Malvinas Argentinas,Ingeniero Adolfo Sourdeaux,6515010,22,0,4,16,74,4,1,0,85,0,8,6,6,34
BUENOS AIRES,Malvinas Argentinas,Ingeniero Pablo Nogués,6515010,6,0,1,0,2,1,1,18,483,352,197,11,211,182
BUENOS AIRES,Malvinas Argentinas,Los Polvorines,6515010,4,4,4,0,4,7,1,72,154,80,0,6016,73,165
BUENOS AIRES,Malvinas Argentinas,Malvinas Argentinas,6515010,6,0,1,1,8,0,0,0,2,0,0,0,2,0
BUENOS AIRES,Malvinas Argentinas,Tortuguitas,6515010,127,1,338,0,0,1,0,0,616,0,71,27,6163,903
BUENOS AIRES,Malvinas Argentinas,Villa De Mayo,6515010,7,0,4,4,14,3,0,5,75,4,1,2576,9,36
BUENOS AIRES,Mar Chiquita,Coronel Vidal,6518010,141,0,0,0,0,0,0,0,1495,62,233,51,4,0
BUENOS AIRES,Mar Chiquita,General Pirán,6518020,513,0,0,0,0,0,0,0,257,0,14,10,0,0
BUENOS AIRES,Mar Chiquita,La Armonía,6518030,0,0,0,0,0,0,52,5,29,9,0,0,0,0
BUENOS AIRES,Mar Chiquita,La Caleta,6518020,157,0,0,0,0,0,0,0,0,0,0,0,0,0
BUENOS AIRES,Mar Chiquita,Mar de Cobo,6518050,166,0,0,0,0,0,0,83,1045,72,139,87,1,0
BUENOS AIRES,Mar Chiquita,Santa Clara del Mar,6518060,150,0,0,0,2257,0,1208,0,0,0,97,0,602,269
BUENOS AIRES,Mar Chiquita,Vivoratá,6518070,318,0,0,0,0,0,0,0,0,0,0,0,0,0
BUENOS AIRES,Marcos Paz,Marcos Paz,6525020,16,1,22,64,329,205,12,877,68,628,0,2,438,22
BUENOS AIRES,Mercedes,Gowland,6532010,0,0,0,0,0,44,0,0,0,0,0,0,0,2
BUENOS AIRES,Mercedes,Jorge Born,6532030,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BUENOS AIRES,Mercedes,Mercedes,6532020,1,7,0,102,46,0,215,400,731,256,2919,3246,394,813
BUENOS AIRES,Merlo,Libertad,6539010,14,1,3,1587,8,10,123,39,347,62,11,14607,110,373
BUENOS AIRES,Merlo,Mariano Acosta,6539010,1,0,113,323,846,493,28,57,815,0,12,14,7440,329
BUENOS AIRES,Merlo,Merlo,6539010,28,8,11,277,62,390,778,75,706,100,31,23852,1069,2742
BUENOS AIRES,Merlo,Otros,Sin Datos,0,0,0,0,0,0,0,0,0,0,0,1,0,0
BUENOS AIRES,Merlo,Pontevedra,6539010,0,0,0,0,0,2,0,249,174,1420,0,1,598,78
BUENOS AIRES,Merlo,San Antonio De Padua,6539010,30,4,2,92,3,4,328,3,78,3,0,6105,177,1770
BUENOS AIRES,Monte,Abbott,6547010,0,0,0,0,0,0,0,0,18,0,163,0,139,0
BUENOS AIRES,Monte,San Miguel del Monte  (Est. Monte),6547020,1,0,31,208,0,783,184,6,2142,29,1084,0,1166,1348
